,Date,Country,Seats_arrivals_intl,Number_of_flights_intl
613,2020-09-05,Papua New Guinea,485,4
614,2020-09-06,Papua New Guinea,0,0
615,2020-09-07,Papua New Guinea,429,3
616,2020-09-08,Papua New Guinea,188,1
617,2020-09-09,Papua New Guinea,413,3
618,2020-09-10,Papua New Guinea,492,3
619,2020-09-11,Papua New Guinea,188,1
620,2020-09-12,Papua New Guinea,236,2
621,2020-09-13,Papua New Guinea,181,2
622,2020-09-14,Papua New Guinea,289,2
623,2020-09-15,Papua New Guinea,225,2
624,2020-09-16,Papua New Guinea,413,3
625,2020-09-17,Papua New Guinea,619,4
626,2020-09-18,Papua New Guinea,261,2
627,2020-09-19,Papua New Guinea,376,2
628,2020-09-20,Papua New Guinea,85,1
629,2020-09-21,Papua New Guinea,298,3
630,2020-09-22,Papua New Guinea,528,4
631,2020-09-23,Papua New Guinea,362,3
632,2020-09-24,Papua New Guinea,413,3
633,2020-09-25,Papua New Guinea,224,2
634,2020-09-26,Papua New Guinea,424,2
635,2020-09-27,Papua New Guinea,224,2
636,2020-09-28,Papua New Guinea,261,2
637,2020-09-29,Papua New Guinea,232,2
638,2020-09-30,Papua New Guinea,413,3
639,2020-10-01,Papua New Guinea,496,3
640,2020-10-02,Papua New Guinea,188,1
641,2020-10-03,Papua New Guinea,540,3
642,2020-10-04,Papua New Guinea,37,1
643,2020-10-05,Papua New Guinea,188,1
644,2020-10-06,Papua New Guinea,376,2
645,2020-10-07,Papua New Guinea,369,3
646,2020-10-08,Papua New Guinea,448,3
647,2020-10-09,Papua New Guinea,224,2
648,2020-10-10,Papua New Guinea,376,2
649,2020-10-11,Papua New Guinea,341,3
650,2020-10-12,Papua New Guinea,361,2
651,2020-10-13,Papua New Guinea,376,2
652,2020-10-14,Papua New Guinea,304,2
653,2020-10-15,Papua New Guinea,448,3
654,2020-10-16,Papua New Guinea,236,2
655,2020-10-17,Papua New Guinea,376,2
656,2020-10-18,Papua New Guinea,37,1
657,2020-10-19,Papua New Guinea,478,4
658,2020-10-20,Papua New Guinea,225,2
659,2020-10-21,Papua New Guinea,376,2
660,2020-10-22,Papua New Guinea,413,3
661,2020-10-23,Papua New Guinea,308,2
662,2020-10-24,Papua New Guinea,376,2
663,2020-10-25,Papua New Guinea,224,2
664,2020-10-26,Papua New Guinea,333,2
665,2020-10-27,Papua New Guinea,387,2
666,2020-10-28,Papua New Guinea,608,4
667,2020-10-29,Papua New Guinea,376,2
668,2020-10-30,Papua New Guinea,593,4
669,2020-10-31,Papua New Guinea,640,4
670,2020-11-01,Papua New Guinea,37,1
671,2020-11-02,Papua New Guinea,261,2
672,2020-11-03,Papua New Guinea,188,1
673,2020-11-04,Papua New Guinea,413,3
674,2020-11-05,Papua New Guinea,430,4
675,2020-11-06,Papua New Guinea,527,5
676,2020-11-07,Papua New Guinea,376,2
677,2020-11-08,Papua New Guinea,225,2
678,2020-11-09,Papua New Guinea,361,2
679,2020-11-10,Papua New Guinea,188,1
680,2020-11-11,Papua New Guinea,304,2
681,2020-11-12,Papua New Guinea,413,3
682,2020-11-13,Papua New Guinea,377,3
683,2020-11-14,Papua New Guinea,477,3
684,2020-11-15,Papua New Guinea,225,2
685,2020-11-16,Papua New Guinea,341,3
686,2020-11-17,Papua New Guinea,225,2
687,2020-11-18,Papua New Guinea,644,4
688,2020-11-19,Papua New Guinea,376,2
689,2020-11-20,Papua New Guinea,449,3
690,2020-11-21,Papua New Guinea,424,3
691,2020-11-22,Papua New Guinea,225,2
692,2020-11-23,Papua New Guinea,413,3
693,2020-11-24,Papua New Guinea,188,1
694,2020-11-25,Papua New Guinea,584,5
695,2020-11-26,Papua New Guinea,424,3
696,2020-11-27,Papua New Guinea,612,3
697,2020-11-28,Papua New Guinea,376,2
698,2020-11-29,Papua New Guinea,225,2
699,2020-11-30,Papua New Guinea,492,3
700,2020-12-01,Papua New Guinea,188,1
701,2020-12-02,Papua New Guinea,564,3
702,2020-12-03,Papua New Guinea,376,2
703,2020-12-04,Papua New Guinea,680,4
704,2020-12-05,Papua New Guinea,424,2
705,2020-12-06,Papua New Guinea,0,0
706,2020-12-07,Papua New Guinea,754,5
707,2020-12-08,Papua New Guinea,225,2
708,2020-12-09,Papua New Guinea,680,4
709,2020-12-10,Papua New Guinea,424,3
710,2020-12-11,Papua New Guinea,586,4
711,2020-12-12,Papua New Guinea,376,2
712,2020-12-13,Papua New Guinea,225,2
713,2020-12-14,Papua New Guinea,361,2
714,2020-12-15,Papua New Guinea,225,2
715,2020-12-16,Papua New Guinea,600,4
716,2020-12-17,Papua New Guinea,528,4
717,2020-12-18,Papua New Guinea,376,2
718,2020-12-19,Papua New Guinea,376,2
719,2020-12-20,Papua New Guinea,225,2
720,2020-12-21,Papua New Guinea,370,3
721,2020-12-22,Papua New Guinea,224,2
722,2020-12-23,Papua New Guinea,564,3
723,2020-12-24,Papua New Guinea,413,3
724,2020-12-25,Papua New Guinea,0,0
725,2020-12-26,Papua New Guinea,0,0
726,2020-12-27,Papua New Guinea,261,2
727,2020-12-28,Papua New Guinea,334,3
728,2020-12-29,Papua New Guinea,224,2
729,2020-12-30,Papua New Guinea,638,4
730,2020-12-31,Papua New Guinea,564,2
731,2021-01-01,Papua New Guinea,344,2
732,2021-01-02,Papua New Guinea,224,2
733,2021-01-03,Papua New Guinea,260,3
734,2021-01-04,Papua New Guinea,477,3
735,2021-01-05,Papua New Guinea,188,1
736,2021-01-06,Papua New Guinea,564,3
737,2021-01-07,Papua New Guinea,376,2
738,2021-01-08,Papua New Guinea,460,3
739,2021-01-09,Papua New Guinea,376,2
740,2021-01-10,Papua New Guinea,224,2
741,2021-01-11,Papua New Guinea,424,2
742,2021-01-12,Papua New Guinea,188,1
743,2021-01-13,Papua New Guinea,376,2
744,2021-01-14,Papua New Guinea,461,4
745,2021-01-15,Papua New Guinea,424,3
746,2021-01-16,Papua New Guinea,376,2
747,2021-01-17,Papua New Guinea,225,2
748,2021-01-18,Papua New Guinea,261,2
749,2021-01-19,Papua New Guinea,297,3
750,2021-01-20,Papua New Guinea,564,3
751,2021-01-21,Papua New Guinea,376,2
752,2021-01-22,Papua New Guinea,424,3
753,2021-01-23,Papua New Guinea,376,2
754,2021-01-24,Papua New Guinea,188,1
755,2021-01-25,Papua New Guinea,261,2
756,2021-01-26,Papua New Guinea,188,1
757,2021-01-27,Papua New Guinea,564,3
758,2021-01-28,Papua New Guinea,376,2
759,2021-01-29,Papua New Guinea,376,2
760,2021-01-30,Papua New Guinea,376,2
761,2021-01-31,Papua New Guinea,188,1
762,2021-02-01,Papua New Guinea,261,2
763,2021-02-02,Papua New Guinea,188,1
764,2021-02-03,Papua New Guinea,564,3
765,2021-02-04,Papua New Guinea,376,2
766,2021-02-05,Papua New Guinea,382,3
767,2021-02-06,Papua New Guinea,376,2
768,2021-02-07,Papua New Guinea,261,2
769,2021-02-08,Papua New Guinea,261,2
770,2021-02-09,Papua New Guinea,225,2
771,2021-02-10,Papua New Guinea,636,4
772,2021-02-11,Papua New Guinea,424,3
773,2021-02-12,Papua New Guinea,236,2
774,2021-02-13,Papua New Guinea,636,3
775,2021-02-14,Papua New Guinea,273,2
776,2021-02-15,Papua New Guinea,297,2
777,2021-02-16,Papua New Guinea,188,1
778,2021-02-17,Papua New Guinea,520,3
779,2021-02-18,Papua New Guinea,376,2
780,2021-02-19,Papua New Guinea,352,3
781,2021-02-20,Papua New Guinea,592,4
782,2021-02-21,Papua New Guinea,254,3
783,2021-02-22,Papua New Guinea,261,2
784,2021-02-23,Papua New Guinea,188,1
785,2021-02-24,Papua New Guinea,376,2
786,2021-02-25,Papua New Guinea,556,4
787,2021-02-26,Papua New Guinea,428,3
788,2021-02-27,Papua New Guinea,556,4
789,2021-02-28,Papua New Guinea,229,2
790,2021-03-01,Papua New Guinea,333,2
791,2021-03-02,Papua New Guinea,188,1
792,2021-03-03,Papua New Guinea,412,3
793,2021-03-04,Papua New Guinea,376,2
794,2021-03-05,Papua New Guinea,416,4
795,2021-03-06,Papua New Guinea,376,2
796,2021-03-07,Papua New Guinea,192,2
797,2021-03-08,Papua New Guinea,376,2
798,2021-03-09,Papua New Guinea,224,2
799,2021-03-10,Papua New Guinea,413,3
800,2021-03-11,Papua New Guinea,461,4
801,2021-03-12,Papua New Guinea,332,2
802,2021-03-13,Papua New Guinea,424,3
803,2021-03-14,Papua New Guinea,405,4
804,2021-03-15,Papua New Guinea,361,2
805,2021-03-16,Papua New Guinea,188,1
806,2021-03-17,Papua New Guinea,412,3
807,2021-03-18,Papua New Guinea,376,2
808,2021-03-19,Papua New Guinea,304,2
809,2021-03-20,Papua New Guinea,376,2
810,2021-03-21,Papua New Guinea,224,2
811,2021-03-22,Papua New Guinea,225,2
812,2021-03-23,Papua New Guinea,188,1
813,2021-03-24,Papua New Guinea,376,2
814,2021-03-25,Papua New Guinea,376,2
815,2021-03-26,Papua New Guinea,376,2
816,2021-03-27,Papua New Guinea,424,3
817,2021-03-28,Papua New Guinea,545,3
818,2021-03-29,Papua New Guinea,180,2
819,2021-03-30,Papua New Guinea,332,2
820,2021-03-31,Papua New Guinea,556,4
821,2021-04-01,Papua New Guinea,376,2
822,2021-04-02,Papua New Guinea,332,2
823,2021-04-03,Papua New Guinea,376,2
824,2021-04-04,Papua New Guinea,412,3
825,2021-04-05,Papua New Guinea,380,3
826,2021-04-06,Papua New Guinea,188,1
827,2021-04-07,Papua New Guinea,412,3
828,2021-04-08,Papua New Guinea,376,2
829,2021-04-09,Papua New Guinea,540,3
830,2021-04-10,Papua New Guinea,376,2
831,2021-04-11,Papua New Guinea,413,3
832,2021-04-12,Papua New Guinea,369,3
833,2021-04-13,Papua New Guinea,188,1
834,2021-04-14,Papua New Guinea,376,2
835,2021-04-15,Papua New Guinea,412,3
836,2021-04-16,Papua New Guinea,433,3
837,2021-04-17,Papua New Guinea,376,2
838,2021-04-18,Papua New Guinea,376,2
839,2021-04-19,Papua New Guinea,369,3
840,2021-04-20,Papua New Guinea,216,2
841,2021-04-21,Papua New Guinea,424,3
842,2021-04-22,Papua New Guinea,424,3
843,2021-04-23,Papua New Guinea,369,3
844,2021-04-24,Papua New Guinea,376,2
845,2021-04-25,Papua New Guinea,368,3
846,2021-04-26,Papua New Guinea,332,2
847,2021-04-27,Papua New Guinea,188,1
848,2021-04-28,Papua New Guinea,376,2
849,2021-04-29,Papua New Guinea,376,2
850,2021-04-30,Papua New Guinea,332,2
851,2021-05-01,Papua New Guinea,376,2
852,2021-05-02,Papua New Guinea,441,4
853,2021-05-03,Papua New Guinea,332,2
854,2021-05-04,Papua New Guinea,188,1
855,2021-05-05,Papua New Guinea,413,3
856,2021-05-06,Papua New Guinea,376,2
857,2021-05-07,Papua New Guinea,332,2
858,2021-05-08,Papua New Guinea,424,3
859,2021-05-09,Papua New Guinea,369,3
860,2021-05-10,Papua New Guinea,332,2
861,2021-05-11,Papua New Guinea,224,2
862,2021-05-12,Papua New Guinea,658,4
863,2021-05-13,Papua New Guinea,376,2
864,2021-05-14,Papua New Guinea,332,2
865,2021-05-15,Papua New Guinea,376,2
866,2021-05-16,Papua New Guinea,368,3
867,2021-05-17,Papua New Guinea,520,3
868,2021-05-18,Papua New Guinea,188,1
869,2021-05-19,Papua New Guinea,557,3
870,2021-05-20,Papua New Guinea,376,2
871,2021-05-21,Papua New Guinea,332,2
872,2021-05-22,Papua New Guinea,376,2
873,2021-05-23,Papua New Guinea,517,5
874,2021-05-24,Papua New Guinea,369,3
875,2021-05-25,Papua New Guinea,261,2
876,2021-05-26,Papua New Guinea,376,2
877,2021-05-27,Papua New Guinea,520,2
878,2021-05-28,Papua New Guinea,304,2
879,2021-05-29,Papua New Guinea,413,3
880,2021-05-30,Papua New Guinea,341,3
881,2021-05-31,Papua New Guinea,332,2
882,2021-06-01,Papua New Guinea,224,2
883,2021-06-02,Papua New Guinea,376,2
884,2021-06-03,Papua New Guinea,528,3
885,2021-06-04,Papua New Guinea,304,2
886,2021-06-05,Papua New Guinea,376,2
887,2021-06-06,Papua New Guinea,341,3
888,2021-06-07,Papua New Guinea,332,2
889,2021-06-08,Papua New Guinea,188,1
890,2021-06-09,Papua New Guinea,376,2
891,2021-06-10,Papua New Guinea,540,3
892,2021-06-11,Papua New Guinea,304,2
893,2021-06-12,Papua New Guinea,376,2
894,2021-06-13,Papua New Guinea,341,3
895,2021-06-14,Papua New Guinea,304,2
896,2021-06-15,Papua New Guinea,238,2
897,2021-06-16,Papua New Guinea,557,3
898,2021-06-17,Papua New Guinea,413,3
899,2021-06-18,Papua New Guinea,332,2
900,2021-06-19,Papua New Guinea,376,2
901,2021-06-20,Papua New Guinea,404,4
902,2021-06-21,Papua New Guinea,520,3
903,2021-06-22,Papua New Guinea,188,1
904,2021-06-23,Papua New Guinea,614,4
905,2021-06-24,Papua New Guinea,520,2
906,2021-06-25,Papua New Guinea,332,2
907,2021-06-26,Papua New Guinea,188,1
908,2021-06-27,Papua New Guinea,557,4
909,2021-06-28,Papua New Guinea,441,4
910,2021-06-29,Papua New Guinea,188,1
911,2021-06-30,Papua New Guinea,520,2
912,2021-07-01,Papua New Guinea,376,2
913,2021-07-02,Papua New Guinea,332,2
914,2021-07-03,Papua New Guinea,376,2
915,2021-07-04,Papua New Guinea,556,4
916,2021-07-05,Papua New Guinea,332,2
917,2021-07-06,Papua New Guinea,261,2
918,2021-07-07,Papua New Guinea,564,3
919,2021-07-08,Papua New Guinea,520,2
920,2021-07-09,Papua New Guinea,332,2
921,2021-07-10,Papua New Guinea,564,3
922,2021-07-11,Papua New Guinea,369,3
923,2021-07-12,Papua New Guinea,332,2
924,2021-07-13,Papua New Guinea,188,1
925,2021-07-14,Papua New Guinea,708,3
926,2021-07-15,Papua New Guinea,376,2
927,2021-07-16,Papua New Guinea,332,2
928,2021-07-17,Papua New Guinea,564,3
929,2021-07-18,Papua New Guinea,513,3
930,2021-07-19,Papua New Guinea,376,2
931,2021-07-20,Papua New Guinea,188,1
932,2021-07-21,Papua New Guinea,708,3
933,2021-07-22,Papua New Guinea,384,3
934,2021-07-23,Papua New Guinea,332,2
935,2021-07-24,Papua New Guinea,376,2
936,2021-07-25,Papua New Guinea,369,3
937,2021-07-26,Papua New Guinea,376,2
938,2021-07-27,Papua New Guinea,196,2
939,2021-07-28,Papua New Guinea,376,2
940,2021-07-29,Papua New Guinea,520,2
941,2021-07-30,Papua New Guinea,332,2
942,2021-07-31,Papua New Guinea,376,2
943,2021-08-01,Papua New Guinea,557,4
944,2021-08-02,Papua New Guinea,332,2
945,2021-08-03,Papua New Guinea,224,2
946,2021-08-04,Papua New Guinea,520,3
947,2021-08-05,Papua New Guinea,477,2
948,2021-08-06,Papua New Guinea,332,2
949,2021-08-07,Papua New Guinea,576,5
950,2021-08-08,Papua New Guinea,369,3
951,2021-08-09,Papua New Guinea,332,2
952,2021-08-10,Papua New Guinea,188,1
953,2021-08-11,Papua New Guinea,520,3
954,2021-08-12,Papua New Guinea,477,2
955,2021-08-13,Papua New Guinea,332,2
956,2021-08-14,Papua New Guinea,332,2
957,2021-08-15,Papua New Guinea,368,3
958,2021-08-16,Papua New Guinea,520,3
959,2021-08-17,Papua New Guinea,188,1
960,2021-08-18,Papua New Guinea,564,3
961,2021-08-19,Papua New Guinea,621,3
962,2021-08-20,Papua New Guinea,476,2
963,2021-08-21,Papua New Guinea,376,2
964,2021-08-22,Papua New Guinea,701,5
965,2021-08-23,Papua New Guinea,384,3
966,2021-08-24,Papua New Guinea,188,1
967,2021-08-25,Papua New Guinea,188,1
968,2021-08-26,Papua New Guinea,520,1
969,2021-08-27,Papua New Guinea,544,4
970,2021-08-28,Papua New Guinea,708,4
971,2021-08-29,Papua New Guinea,573,5
972,2021-08-30,Papua New Guinea,332,2
973,2021-08-31,Papua New Guinea,196,2
974,2021-09-01,Papua New Guinea,572,4
975,2021-09-02,Papua New Guinea,709,3
976,2021-09-03,Papua New Guinea,288,2
977,2021-09-04,Papua New Guinea,520,3
978,2021-09-05,Papua New Guinea,325,3
979,2021-09-06,Papua New Guinea,520,2
980,2021-09-07,Papua New Guinea,332,2
981,2021-09-08,Papua New Guinea,520,3
982,2021-09-09,Papua New Guinea,477,2
983,2021-09-10,Papua New Guinea,332,2
984,2021-09-11,Papua New Guinea,520,3
985,2021-09-12,Papua New Guinea,701,5
986,2021-09-13,Papua New Guinea,332,2
987,2021-09-14,Papua New Guinea,181,2
988,2021-09-15,Papua New Guinea,520,2
989,2021-09-16,Papua New Guinea,376,2
990,2021-09-17,Papua New Guinea,520,3
991,2021-09-18,Papua New Guinea,476,3
992,2021-09-19,Papua New Guinea,369,3
993,2021-09-20,Papua New Guinea,188,1
994,2021-09-21,Papua New Guinea,188,1
995,2021-09-22,Papua New Guinea,708,3
996,2021-09-23,Papua New Guinea,376,2
997,2021-09-24,Papua New Guinea,332,2
998,2021-09-25,Papua New Guinea,564,3
999,2021-09-26,Papua New Guinea,225,2
1000,2021-09-27,Papua New Guinea,332,2
1001,2021-09-28,Papua New Guinea,0,0
1002,2021-09-29,Papua New Guinea,477,2
1003,2021-09-30,Papua New Guinea,332,2
1004,2021-10-01,Papua New Guinea,332,2
1005,2021-10-02,Papua New Guinea,520,3
1006,2021-10-03,Papua New Guinea,609,5
1007,2021-10-04,Papua New Guinea,225,2
1008,2021-10-05,Papua New Guinea,188,1
1009,2021-10-06,Papua New Guinea,752,4
1010,2021-10-07,Papua New Guinea,520,2
1011,2021-10-08,Papua New Guinea,376,2
1012,2021-10-09,Papua New Guinea,520,3
1013,2021-10-10,Papua New Guinea,557,4
1014,2021-10-11,Papua New Guinea,332,2
1015,2021-10-12,Papua New Guinea,188,1
1016,2021-10-13,Papua New Guinea,376,2
1017,2021-10-14,Papua New Guinea,520,2
1018,2021-10-15,Papua New Guinea,332,2
1019,2021-10-16,Papua New Guinea,564,3
1020,2021-10-17,Papua New Guinea,332,2
1021,2021-10-18,Papua New Guinea,412,3
1022,2021-10-19,Papua New Guinea,188,1
1023,2021-10-20,Papua New Guinea,564,3
1024,2021-10-21,Papua New Guinea,528,3
1025,2021-10-22,Papua New Guinea,332,2
1026,2021-10-23,Papua New Guinea,564,3
1027,2021-10-24,Papua New Guinea,369,3
1028,2021-10-25,Papua New Guinea,376,2
1029,2021-10-26,Papua New Guinea,188,1
1030,2021-10-27,Papua New Guinea,621,3
1031,2021-10-28,Papua New Guinea,376,2
1032,2021-10-29,Papua New Guinea,332,2
1033,2021-10-30,Papua New Guinea,708,4
1034,2021-10-31,Papua New Guinea,369,3
1035,2021-11-01,Papua New Guinea,376,2
1036,2021-11-02,Papua New Guinea,144,1
1037,2021-11-03,Papua New Guinea,809,4
1038,2021-11-04,Papua New Guinea,188,1
1039,2021-11-05,Papua New Guinea,520,2
1040,2021-11-06,Papua New Guinea,564,3
1041,2021-11-07,Papua New Guinea,513,4
1042,2021-11-08,Papua New Guinea,520,3
1043,2021-11-09,Papua New Guinea,144,1
1044,2021-11-10,Papua New Guinea,708,3
1045,2021-11-11,Papua New Guinea,376,2
1046,2021-11-12,Papua New Guinea,332,2
1047,2021-11-13,Papua New Guinea,564,3
1048,2021-11-14,Papua New Guinea,368,3
1049,2021-11-15,Papua New Guinea,556,3
1050,2021-11-16,Papua New Guinea,188,1
1051,2021-11-17,Papua New Guinea,708,3
1052,2021-11-18,Papua New Guinea,332,2
1053,2021-11-19,Papua New Guinea,332,2
1054,2021-11-20,Papua New Guinea,564,3
1055,2021-11-21,Papua New Guinea,369,3
1056,2021-11-22,Papua New Guinea,376,2
1057,2021-11-23,Papua New Guinea,188,1
1058,2021-11-24,Papua New Guinea,896,4
1059,2021-11-25,Papua New Guinea,376,2
1060,2021-11-26,Papua New Guinea,405,3
1061,2021-11-27,Papua New Guinea,564,3
1062,2021-11-28,Papua New Guinea,325,3
1063,2021-11-29,Papua New Guinea,556,3
1064,2021-11-30,Papua New Guinea,224,2
1065,2021-12-01,Papua New Guinea,744,4
1066,2021-12-02,Papua New Guinea,368,3
1067,2021-12-03,Papua New Guinea,332,2
1068,2021-12-04,Papua New Guinea,752,4
1069,2021-12-05,Papua New Guinea,499,5
1070,2021-12-06,Papua New Guinea,412,3
1071,2021-12-07,Papua New Guinea,224,2
1072,2021-12-08,Papua New Guinea,600,4
1073,2021-12-09,Papua New Guinea,556,3
1074,2021-12-10,Papua New Guinea,188,1
1075,2021-12-11,Papua New Guinea,393,3
1076,2021-12-12,Papua New Guinea,413,3
1077,2021-12-13,Papua New Guinea,412,3
1078,2021-12-14,Papua New Guinea,368,3
1079,2021-12-15,Papua New Guinea,788,5
1080,2021-12-16,Papua New Guinea,412,3
1081,2021-12-17,Papua New Guinea,512,3
1082,2021-12-18,Papua New Guinea,708,4
1083,2021-12-19,Papua New Guinea,368,3
1084,2021-12-20,Papua New Guinea,592,4
1085,2021-12-21,Papua New Guinea,188,1
1086,2021-12-22,Papua New Guinea,564,3
1087,2021-12-23,Papua New Guinea,520,2
1088,2021-12-24,Papua New Guinea,332,2
1089,2021-12-25,Papua New Guinea,0,0
1090,2021-12-26,Papua New Guinea,369,3
1091,2021-12-27,Papua New Guinea,376,2
1092,2021-12-28,Papua New Guinea,188,1
1093,2021-12-29,Papua New Guinea,564,3
1094,2021-12-30,Papua New Guinea,376,2
1095,2021-12-31,Papua New Guinea,332,2
1096,2022-01-01,Papua New Guinea,188,1
1097,2022-01-02,Papua New Guinea,325,3
1098,2022-01-03,Papua New Guinea,376,2
1099,2022-01-04,Papua New Guinea,188,1
1100,2022-01-05,Papua New Guinea,700,4
1101,2022-01-06,Papua New Guinea,520,2
1102,2022-01-07,Papua New Guinea,332,2
1103,2022-01-08,Papua New Guinea,801,4
1104,2022-01-09,Papua New Guinea,325,3
1105,2022-01-10,Papua New Guinea,376,2
1106,2022-01-11,Papua New Guinea,188,1
1107,2022-01-12,Papua New Guinea,708,4
1108,2022-01-13,Papua New Guinea,564,2
1109,2022-01-14,Papua New Guinea,332,2
1110,2022-01-15,Papua New Guinea,752,4
1111,2022-01-16,Papua New Guinea,512,4
1112,2022-01-17,Papua New Guinea,332,2
1113,2022-01-18,Papua New Guinea,188,1
1114,2022-01-19,Papua New Guinea,752,4
1115,2022-01-20,Papua New Guinea,376,2
1116,2022-01-21,Papua New Guinea,332,2
1117,2022-01-22,Papua New Guinea,564,3
1118,2022-01-23,Papua New Guinea,376,2
1119,2022-01-24,Papua New Guinea,413,3
1120,2022-01-25,Papua New Guinea,368,2
1121,2022-01-26,Papua New Guinea,752,4
1122,2022-01-27,Papua New Guinea,376,2
1123,2022-01-28,Papua New Guinea,332,2
1124,2022-01-29,Papua New Guinea,376,2
1125,2022-01-30,Papua New Guinea,369,3
1126,2022-01-31,Papua New Guinea,332,2
1127,2022-02-01,Papua New Guinea,332,2
1128,2022-02-02,Papua New Guinea,477,3
1129,2022-02-03,Papua New Guinea,188,1
1130,2022-02-04,Papua New Guinea,332,2
1131,2022-02-05,Papua New Guinea,708,4
1132,2022-02-06,Papua New Guinea,557,4
1133,2022-02-07,Papua New Guinea,332,2
1134,2022-02-08,Papua New Guinea,188,1
1135,2022-02-09,Papua New Guinea,376,2
1136,2022-02-10,Papua New Guinea,376,2
1137,2022-02-11,Papua New Guinea,332,2
1138,2022-02-12,Papua New Guinea,564,3
1139,2022-02-13,Papua New Guinea,369,3
1140,2022-02-14,Papua New Guinea,376,2
1141,2022-02-15,Papua New Guinea,188,1
1142,2022-02-16,Papua New Guinea,564,3
1143,2022-02-17,Papua New Guinea,376,2
1144,2022-02-18,Papua New Guinea,332,2
1145,2022-02-19,Papua New Guinea,376,2
1146,2022-02-20,Papua New Guinea,225,2
1147,2022-02-21,Papua New Guinea,564,3
1148,2022-02-22,Papua New Guinea,332,2
1149,2022-02-23,Papua New Guinea,826,5
1150,2022-02-24,Papua New Guinea,450,3
1151,2022-02-25,Papua New Guinea,512,3
1152,2022-02-26,Papua New Guinea,665,4
1153,2022-02-27,Papua New Guinea,369,3
1154,2022-02-28,Papua New Guinea,376,2
1155,2022-03-01,Papua New Guinea,376,1
1156,2022-03-02,Papua New Guinea,376,2
1157,2022-03-03,Papua New Guinea,376,2
1158,2022-03-04,Papua New Guinea,433,3
1159,2022-03-05,Papua New Guinea,564,3
1160,2022-03-06,Papua New Guinea,556,4
1161,2022-03-07,Papua New Guinea,376,2
1162,2022-03-08,Papua New Guinea,188,1
1163,2022-03-09,Papua New Guinea,376,2
1164,2022-03-10,Papua New Guinea,376,2
1165,2022-03-11,Papua New Guinea,332,2
1166,2022-03-12,Papua New Guinea,564,3
1167,2022-03-13,Papua New Guinea,701,4
1168,2022-03-14,Papua New Guinea,376,2
1169,2022-03-15,Papua New Guinea,362,2
1170,2022-03-16,Papua New Guinea,376,2
1171,2022-03-17,Papua New Guinea,376,2
1172,2022-03-18,Papua New Guinea,332,2
1173,2022-03-19,Papua New Guinea,564,3
1174,2022-03-20,Papua New Guinea,405,3
1175,2022-03-21,Papua New Guinea,657,4
1176,2022-03-22,Papua New Guinea,261,2
1177,2022-03-23,Papua New Guinea,376,2
1178,2022-03-24,Papua New Guinea,376,2
1179,2022-03-25,Papua New Guinea,340,3
1180,2022-03-26,Papua New Guinea,564,3
1181,2022-03-27,Papua New Guinea,557,4
1182,2022-03-28,Papua New Guinea,376,2
1183,2022-03-29,Papua New Guinea,188,1
1184,2022-03-30,Papua New Guinea,376,2
1185,2022-03-31,Papua New Guinea,520,3
1186,2022-04-01,Papua New Guinea,593,4
1187,2022-04-02,Papua New Guinea,376,2
1188,2022-04-03,Papua New Guinea,578,4
1189,2022-04-04,Papua New Guinea,413,3
1190,2022-04-05,Papua New Guinea,413,3
1191,2022-04-06,Papua New Guinea,523,4
1192,2022-04-07,Papua New Guinea,413,3
1193,2022-04-08,Papua New Guinea,593,4
1194,2022-04-09,Papua New Guinea,332,2
1195,2022-04-10,Papua New Guinea,449,3
1196,2022-04-11,Papua New Guinea,752,4
1197,2022-04-12,Papua New Guinea,376,2
1198,2022-04-13,Papua New Guinea,405,3
1199,2022-04-14,Papua New Guinea,449,3
1200,2022-04-15,Papua New Guinea,520,3
1201,2022-04-16,Papua New Guinea,376,2
1202,2022-04-17,Papua New Guinea,520,3
1203,2022-04-18,Papua New Guinea,637,4
1204,2022-04-19,Papua New Guinea,376,2
1205,2022-04-20,Papua New Guinea,442,4
1206,2022-04-21,Papua New Guinea,506,4
1207,2022-04-22,Papua New Guinea,904,5
1208,2022-04-23,Papua New Guinea,188,1
1209,2022-04-24,Papua New Guinea,767,4
1210,2022-04-25,Papua New Guinea,731,4
1211,2022-04-26,Papua New Guinea,369,3
1212,2022-04-27,Papua New Guinea,507,4
1213,2022-04-28,Papua New Guinea,376,2
1214,2022-04-29,Papua New Guinea,723,4
1215,2022-04-30,Papua New Guinea,376,2
1216,2022-05-01,Papua New Guinea,593,4
1217,2022-05-02,Papua New Guinea,694,3
1218,2022-05-03,Papua New Guinea,332,2
1219,2022-05-04,Papua New Guinea,405,3
1220,2022-05-05,Papua New Guinea,376,2
1221,2022-05-06,Papua New Guinea,650,3
1222,2022-05-07,Papua New Guinea,449,3
1223,2022-05-08,Papua New Guinea,623,3
1224,2022-05-09,Papua New Guinea,838,4
1225,2022-05-10,Papua New Guinea,332,2
1226,2022-05-11,Papua New Guinea,433,3
1227,2022-05-12,Papua New Guinea,376,2
1228,2022-05-13,Papua New Guinea,723,4
1229,2022-05-14,Papua New Guinea,376,2
1230,2022-05-15,Papua New Guinea,767,4
1231,2022-05-16,Papua New Guinea,694,3
1232,2022-05-17,Papua New Guinea,332,2
1233,2022-05-18,Papua New Guinea,477,4
1234,2022-05-19,Papua New Guinea,376,2
1235,2022-05-20,Papua New Guinea,1003,5
1236,2022-05-21,Papua New Guinea,376,2
