,Date,Country,Seats_arrivals_intl,Number_of_flights_intl
578,2020-08-01,Vanuatu,0.0,0.0
579,2020-08-02,Vanuatu,0.0,0.0
580,2020-08-03,Vanuatu,0.0,0.0
581,2020-08-04,Vanuatu,68.0,1.0
582,2020-08-05,Vanuatu,0.0,0.0
583,2020-08-06,Vanuatu,0.0,0.0
584,2020-08-07,Vanuatu,0.0,0.0
585,2020-08-08,Vanuatu,0.0,0.0
586,2020-08-09,Vanuatu,0.0,0.0
587,2020-08-10,Vanuatu,0.0,0.0
588,2020-08-11,Vanuatu,68.0,1.0
589,2020-08-12,Vanuatu,0.0,0.0
590,2020-08-13,Vanuatu,170.0,1.0
591,2020-08-14,Vanuatu,0.0,0.0
592,2020-08-15,Vanuatu,0.0,0.0
593,2020-08-16,Vanuatu,0.0,0.0
594,2020-08-17,Vanuatu,0.0,0.0
595,2020-08-18,Vanuatu,68.0,1.0
596,2020-08-19,Vanuatu,0.0,0.0
597,2020-08-20,Vanuatu,0.0,0.0
598,2020-08-21,Vanuatu,0.0,0.0
599,2020-08-22,Vanuatu,0.0,0.0
600,2020-08-23,Vanuatu,136.0,1.0
601,2020-08-24,Vanuatu,0.0,0.0
602,2020-08-25,Vanuatu,68.0,1.0
603,2020-08-26,Vanuatu,170.0,1.0
604,2020-08-27,Vanuatu,0.0,0.0
605,2020-08-28,Vanuatu,170.0,1.0
606,2020-08-29,Vanuatu,170.0,1.0
607,2020-08-30,Vanuatu,0.0,0.0
608,2020-08-31,Vanuatu,0.0,0.0
609,2020-09-01,Vanuatu,68.0,1.0
610,2020-09-02,Vanuatu,70.0,1.0
611,2020-09-03,Vanuatu,170.0,1.0
612,2020-09-04,Vanuatu,136.0,1.0
613,2020-09-05,Vanuatu,170.0,1.0
614,2020-09-06,Vanuatu,0.0,0.0
615,2020-09-07,Vanuatu,0.0,0.0
616,2020-09-08,Vanuatu,68.0,1.0
617,2020-09-09,Vanuatu,170.0,1.0
618,2020-09-10,Vanuatu,170.0,1.0
619,2020-09-11,Vanuatu,170.0,1.0
620,2020-09-12,Vanuatu,170.0,1.0
621,2020-09-13,Vanuatu,170.0,1.0
622,2020-09-14,Vanuatu,0.0,0.0
623,2020-09-15,Vanuatu,68.0,1.0
624,2020-09-16,Vanuatu,0.0,0.0
625,2020-09-17,Vanuatu,0.0,0.0
626,2020-09-18,Vanuatu,0.0,0.0
627,2020-09-19,Vanuatu,0.0,0.0
628,2020-09-20,Vanuatu,0.0,0.0
629,2020-09-21,Vanuatu,170.0,1.0
630,2020-09-22,Vanuatu,68.0,1.0
631,2020-09-23,Vanuatu,340.0,2.0
632,2020-09-24,Vanuatu,170.0,1.0
633,2020-09-25,Vanuatu,0.0,0.0
634,2020-09-26,Vanuatu,0.0,0.0
635,2020-09-27,Vanuatu,170.0,1.0
636,2020-09-28,Vanuatu,0.0,0.0
637,2020-09-29,Vanuatu,0.0,0.0
638,2020-09-30,Vanuatu,316.0,2.0
639,2020-10-01,Vanuatu,0.0,0.0
640,2020-10-02,Vanuatu,0.0,0.0
641,2020-10-03,Vanuatu,170.0,1.0
642,2020-10-04,Vanuatu,0.0,0.0
643,2020-10-05,Vanuatu,68.0,1.0
644,2020-10-06,Vanuatu,0.0,0.0
645,2020-10-07,Vanuatu,238.0,2.0
646,2020-10-08,Vanuatu,170.0,1.0
647,2020-10-09,Vanuatu,0.0,0.0
648,2020-10-10,Vanuatu,0.0,0.0
649,2020-10-11,Vanuatu,0.0,0.0
650,2020-10-12,Vanuatu,19.0,1.0
651,2020-10-13,Vanuatu,238.0,2.0
652,2020-10-14,Vanuatu,0.0,0.0
653,2020-10-15,Vanuatu,0.0,0.0
654,2020-10-16,Vanuatu,0.0,0.0
655,2020-10-17,Vanuatu,0.0,0.0
656,2020-10-18,Vanuatu,0.0,0.0
657,2020-10-19,Vanuatu,170.0,1.0
658,2020-10-20,Vanuatu,408.0,1.0
659,2020-10-21,Vanuatu,238.0,2.0
660,2020-10-22,Vanuatu,170.0,1.0
661,2020-10-23,Vanuatu,0.0,0.0
662,2020-10-24,Vanuatu,170.0,1.0
663,2020-10-25,Vanuatu,0.0,0.0
664,2020-10-26,Vanuatu,0.0,0.0
665,2020-10-27,Vanuatu,68.0,1.0
666,2020-10-28,Vanuatu,68.0,1.0
667,2020-10-29,Vanuatu,0.0,0.0
668,2020-10-30,Vanuatu,0.0,0.0
669,2020-10-31,Vanuatu,0.0,0.0
670,2020-11-01,Vanuatu,0.0,0.0
671,2020-11-02,Vanuatu,68.0,1.0
672,2020-11-03,Vanuatu,0.0,0.0
673,2020-11-04,Vanuatu,170.0,1.0
674,2020-11-05,Vanuatu,170.0,1.0
675,2020-11-06,Vanuatu,0.0,0.0
676,2020-11-07,Vanuatu,170.0,1.0
677,2020-11-08,Vanuatu,0.0,0.0
678,2020-11-09,Vanuatu,0.0,0.0
679,2020-11-10,Vanuatu,68.0,1.0
680,2020-11-11,Vanuatu,238.0,2.0
681,2020-11-12,Vanuatu,0.0,0.0
682,2020-11-13,Vanuatu,0.0,0.0
683,2020-11-14,Vanuatu,0.0,0.0
684,2020-11-15,Vanuatu,0.0,0.0
685,2020-11-16,Vanuatu,68.0,1.0
686,2020-11-17,Vanuatu,0.0,0.0
687,2020-11-18,Vanuatu,0.0,0.0
688,2020-11-19,Vanuatu,170.0,1.0
689,2020-11-20,Vanuatu,0.0,0.0
690,2020-11-21,Vanuatu,170.0,1.0
691,2020-11-22,Vanuatu,0.0,0.0
692,2020-11-23,Vanuatu,0.0,0.0
693,2020-11-24,Vanuatu,164.0,1.0
694,2020-11-25,Vanuatu,170.0,1.0
695,2020-11-26,Vanuatu,0.0,0.0
696,2020-11-27,Vanuatu,0.0,0.0
697,2020-11-28,Vanuatu,0.0,0.0
698,2020-11-29,Vanuatu,170.0,1.0
699,2020-11-30,Vanuatu,238.0,1.0
700,2020-12-01,Vanuatu,170.0,1.0
701,2020-12-02,Vanuatu,170.0,1.0
702,2020-12-03,Vanuatu,170.0,1.0
703,2020-12-04,Vanuatu,70.0,1.0
704,2020-12-05,Vanuatu,170.0,1.0
705,2020-12-06,Vanuatu,0.0,0.0
706,2020-12-07,Vanuatu,306.0,2.0
707,2020-12-08,Vanuatu,164.0,1.0
708,2020-12-09,Vanuatu,0.0,0.0
709,2020-12-10,Vanuatu,0.0,0.0
710,2020-12-11,Vanuatu,0.0,0.0
711,2020-12-12,Vanuatu,0.0,0.0
712,2020-12-13,Vanuatu,0.0,0.0
713,2020-12-14,Vanuatu,0.0,0.0
714,2020-12-15,Vanuatu,0.0,0.0
715,2020-12-16,Vanuatu,170.0,1.0
716,2020-12-17,Vanuatu,170.0,1.0
717,2020-12-18,Vanuatu,170.0,1.0
718,2020-12-19,Vanuatu,0.0,0.0
719,2020-12-20,Vanuatu,0.0,0.0
720,2020-12-21,Vanuatu,316.0,2.0
721,2020-12-22,Vanuatu,170.0,1.0
722,2020-12-23,Vanuatu,0.0,0.0
723,2020-12-24,Vanuatu,0.0,0.0
724,2020-12-25,Vanuatu,0.0,0.0
725,2020-12-26,Vanuatu,0.0,0.0
726,2020-12-27,Vanuatu,0.0,0.0
727,2020-12-28,Vanuatu,0.0,0.0
728,2020-12-29,Vanuatu,170.0,1.0
729,2020-12-30,Vanuatu,170.0,1.0
730,2020-12-31,Vanuatu,0.0,0.0
731,2021-01-01,Vanuatu,0.0,0.0
732,2021-01-02,Vanuatu,0.0,0.0
733,2021-01-03,Vanuatu,0.0,0.0
734,2021-01-04,Vanuatu,170.0,1.0
735,2021-01-05,Vanuatu,0.0,0.0
736,2021-01-06,Vanuatu,340.0,2.0
737,2021-01-07,Vanuatu,170.0,1.0
738,2021-01-08,Vanuatu,0.0,0.0
739,2021-01-09,Vanuatu,170.0,1.0
740,2021-01-10,Vanuatu,0.0,0.0
741,2021-01-11,Vanuatu,0.0,0.0
742,2021-01-12,Vanuatu,0.0,0.0
743,2021-01-13,Vanuatu,170.0,1.0
744,2021-01-14,Vanuatu,340.0,2.0
745,2021-01-15,Vanuatu,170.0,1.0
746,2021-01-16,Vanuatu,170.0,1.0
747,2021-01-17,Vanuatu,0.0,0.0
748,2021-01-18,Vanuatu,170.0,1.0
749,2021-01-19,Vanuatu,0.0,0.0
750,2021-01-20,Vanuatu,170.0,1.0
751,2021-01-21,Vanuatu,0.0,0.0
752,2021-01-22,Vanuatu,0.0,0.0
753,2021-01-23,Vanuatu,0.0,0.0
754,2021-01-24,Vanuatu,0.0,0.0
755,2021-01-25,Vanuatu,0.0,0.0
756,2021-01-26,Vanuatu,0.0,0.0
757,2021-01-27,Vanuatu,340.0,2.0
758,2021-01-28,Vanuatu,340.0,2.0
759,2021-01-29,Vanuatu,170.0,1.0
760,2021-01-30,Vanuatu,170.0,1.0
761,2021-01-31,Vanuatu,0.0,0.0
762,2021-02-01,Vanuatu,0.0,0.0
763,2021-02-02,Vanuatu,170.0,1.0
764,2021-02-03,Vanuatu,170.0,1.0
765,2021-02-04,Vanuatu,0.0,0.0
766,2021-02-05,Vanuatu,0.0,0.0
767,2021-02-06,Vanuatu,170.0,1.0
768,2021-02-07,Vanuatu,0.0,0.0
769,2021-02-08,Vanuatu,170.0,1.0
770,2021-02-09,Vanuatu,170.0,1.0
771,2021-02-10,Vanuatu,170.0,1.0
772,2021-02-11,Vanuatu,170.0,1.0
773,2021-02-12,Vanuatu,170.0,1.0
774,2021-02-13,Vanuatu,170.0,1.0
775,2021-02-14,Vanuatu,170.0,1.0
776,2021-02-15,Vanuatu,0.0,0.0
777,2021-02-16,Vanuatu,0.0,0.0
778,2021-02-17,Vanuatu,170.0,1.0
779,2021-02-18,Vanuatu,340.0,2.0
780,2021-02-19,Vanuatu,0.0,0.0
781,2021-02-20,Vanuatu,0.0,0.0
782,2021-02-21,Vanuatu,0.0,0.0
783,2021-02-22,Vanuatu,170.0,1.0
784,2021-02-23,Vanuatu,0.0,0.0
785,2021-02-24,Vanuatu,340.0,2.0
786,2021-02-25,Vanuatu,340.0,2.0
787,2021-02-26,Vanuatu,0.0,0.0
788,2021-02-27,Vanuatu,314.0,2.0
789,2021-02-28,Vanuatu,0.0,0.0
790,2021-03-01,Vanuatu,0.0,0.0
791,2021-03-02,Vanuatu,68.0,1.0
792,2021-03-03,Vanuatu,170.0,1.0
793,2021-03-04,Vanuatu,170.0,1.0
794,2021-03-05,Vanuatu,0.0,0.0
795,2021-03-06,Vanuatu,170.0,1.0
796,2021-03-07,Vanuatu,0.0,0.0
797,2021-03-08,Vanuatu,0.0,0.0
798,2021-03-09,Vanuatu,238.0,1.0
799,2021-03-10,Vanuatu,340.0,2.0
800,2021-03-11,Vanuatu,170.0,1.0
801,2021-03-12,Vanuatu,0.0,0.0
802,2021-03-13,Vanuatu,170.0,1.0
803,2021-03-14,Vanuatu,0.0,0.0
804,2021-03-15,Vanuatu,0.0,0.0
805,2021-03-16,Vanuatu,68.0,1.0
806,2021-03-17,Vanuatu,0.0,0.0
807,2021-03-18,Vanuatu,170.0,1.0
808,2021-03-19,Vanuatu,170.0,1.0
809,2021-03-20,Vanuatu,0.0,0.0
810,2021-03-21,Vanuatu,0.0,0.0
811,2021-03-22,Vanuatu,0.0,0.0
812,2021-03-23,Vanuatu,170.0,1.0
813,2021-03-24,Vanuatu,340.0,2.0
814,2021-03-25,Vanuatu,170.0,1.0
815,2021-03-26,Vanuatu,0.0,0.0
816,2021-03-27,Vanuatu,240.0,2.0
817,2021-03-28,Vanuatu,0.0,0.0
818,2021-03-29,Vanuatu,0.0,0.0
819,2021-03-30,Vanuatu,68.0,1.0
820,2021-03-31,Vanuatu,170.0,1.0
821,2021-04-01,Vanuatu,170.0,1.0
822,2021-04-02,Vanuatu,170.0,1.0
823,2021-04-03,Vanuatu,0.0,0.0
824,2021-04-04,Vanuatu,0.0,0.0
825,2021-04-05,Vanuatu,0.0,0.0
826,2021-04-06,Vanuatu,68.0,1.0
827,2021-04-07,Vanuatu,334.0,2.0
828,2021-04-08,Vanuatu,164.0,1.0
829,2021-04-09,Vanuatu,0.0,0.0
830,2021-04-10,Vanuatu,170.0,1.0
831,2021-04-11,Vanuatu,0.0,0.0
832,2021-04-12,Vanuatu,68.0,1.0
833,2021-04-13,Vanuatu,0.0,0.0
834,2021-04-14,Vanuatu,170.0,1.0
835,2021-04-15,Vanuatu,170.0,1.0
836,2021-04-16,Vanuatu,170.0,1.0
837,2021-04-17,Vanuatu,0.0,0.0
838,2021-04-18,Vanuatu,0.0,0.0
839,2021-04-19,Vanuatu,68.0,1.0
840,2021-04-20,Vanuatu,68.0,1.0
841,2021-04-21,Vanuatu,338.0,2.0
842,2021-04-22,Vanuatu,170.0,1.0
843,2021-04-23,Vanuatu,0.0,0.0
844,2021-04-24,Vanuatu,170.0,1.0
845,2021-04-25,Vanuatu,170.0,1.0
846,2021-04-26,Vanuatu,340.0,2.0
847,2021-04-27,Vanuatu,170.0,1.0
848,2021-04-28,Vanuatu,170.0,1.0
849,2021-04-29,Vanuatu,170.0,1.0
850,2021-04-30,Vanuatu,0.0,0.0
851,2021-05-01,Vanuatu,0.0,0.0
852,2021-05-02,Vanuatu,116.0,1.0
853,2021-05-03,Vanuatu,0.0,0.0
854,2021-05-04,Vanuatu,68.0,1.0
855,2021-05-05,Vanuatu,340.0,2.0
856,2021-05-06,Vanuatu,170.0,1.0
857,2021-05-07,Vanuatu,170.0,1.0
858,2021-05-08,Vanuatu,170.0,1.0
859,2021-05-09,Vanuatu,0.0,0.0
860,2021-05-10,Vanuatu,0.0,0.0
861,2021-05-11,Vanuatu,68.0,1.0
862,2021-05-12,Vanuatu,170.0,1.0
863,2021-05-13,Vanuatu,68.0,1.0
864,2021-05-14,Vanuatu,0.0,0.0
865,2021-05-15,Vanuatu,0.0,0.0
866,2021-05-16,Vanuatu,0.0,0.0
867,2021-05-17,Vanuatu,0.0,0.0
868,2021-05-18,Vanuatu,238.0,2.0
869,2021-05-19,Vanuatu,340.0,2.0
870,2021-05-20,Vanuatu,240.0,2.0
871,2021-05-21,Vanuatu,170.0,1.0
872,2021-05-22,Vanuatu,0.0,0.0
873,2021-05-23,Vanuatu,0.0,0.0
874,2021-05-24,Vanuatu,0.0,0.0
875,2021-05-25,Vanuatu,0.0,0.0
876,2021-05-26,Vanuatu,170.0,1.0
877,2021-05-27,Vanuatu,410.0,2.0
878,2021-05-28,Vanuatu,170.0,1.0
879,2021-05-29,Vanuatu,0.0,0.0
880,2021-05-30,Vanuatu,0.0,0.0
881,2021-05-31,Vanuatu,0.0,0.0
882,2021-06-01,Vanuatu,68.0,1.0
883,2021-06-02,Vanuatu,170.0,1.0
884,2021-06-03,Vanuatu,70.0,1.0
885,2021-06-04,Vanuatu,170.0,1.0
886,2021-06-05,Vanuatu,0.0,0.0
887,2021-06-06,Vanuatu,170.0,1.0
888,2021-06-07,Vanuatu,0.0,0.0
889,2021-06-08,Vanuatu,0.0,0.0
890,2021-06-09,Vanuatu,170.0,1.0
891,2021-06-10,Vanuatu,170.0,1.0
892,2021-06-11,Vanuatu,0.0,0.0
893,2021-06-12,Vanuatu,0.0,0.0
894,2021-06-13,Vanuatu,0.0,0.0
895,2021-06-14,Vanuatu,0.0,0.0
896,2021-06-15,Vanuatu,238.0,2.0
897,2021-06-16,Vanuatu,340.0,2.0
898,2021-06-17,Vanuatu,240.0,2.0
899,2021-06-18,Vanuatu,170.0,1.0
900,2021-06-19,Vanuatu,0.0,0.0
901,2021-06-20,Vanuatu,0.0,0.0
902,2021-06-21,Vanuatu,0.0,0.0
903,2021-06-22,Vanuatu,170.0,1.0
904,2021-06-23,Vanuatu,340.0,2.0
905,2021-06-24,Vanuatu,240.0,2.0
906,2021-06-25,Vanuatu,170.0,1.0
907,2021-06-26,Vanuatu,0.0,0.0
908,2021-06-27,Vanuatu,0.0,0.0
909,2021-06-28,Vanuatu,0.0,0.0
910,2021-06-29,Vanuatu,238.0,2.0
911,2021-06-30,Vanuatu,340.0,2.0
912,2021-07-01,Vanuatu,240.0,2.0
913,2021-07-02,Vanuatu,170.0,1.0
914,2021-07-03,Vanuatu,170.0,1.0
915,2021-07-04,Vanuatu,170.0,1.0
916,2021-07-05,Vanuatu,0.0,0.0
917,2021-07-06,Vanuatu,0.0,0.0
918,2021-07-07,Vanuatu,170.0,1.0
919,2021-07-08,Vanuatu,170.0,1.0
920,2021-07-09,Vanuatu,0.0,0.0
921,2021-07-10,Vanuatu,170.0,1.0
922,2021-07-11,Vanuatu,0.0,0.0
923,2021-07-12,Vanuatu,0.0,0.0
924,2021-07-13,Vanuatu,68.0,1.0
925,2021-07-14,Vanuatu,170.0,1.0
926,2021-07-15,Vanuatu,410.0,3.0
927,2021-07-16,Vanuatu,0.0,0.0
928,2021-07-17,Vanuatu,0.0,0.0
929,2021-07-18,Vanuatu,0.0,0.0
930,2021-07-19,Vanuatu,0.0,0.0
931,2021-07-20,Vanuatu,170.0,1.0
932,2021-07-21,Vanuatu,340.0,2.0
933,2021-07-22,Vanuatu,170.0,1.0
934,2021-07-23,Vanuatu,0.0,0.0
935,2021-07-24,Vanuatu,0.0,0.0
936,2021-07-25,Vanuatu,0.0,0.0
937,2021-07-26,Vanuatu,0.0,0.0
938,2021-07-27,Vanuatu,68.0,1.0
939,2021-07-28,Vanuatu,340.0,2.0
940,2021-07-29,Vanuatu,240.0,2.0
941,2021-07-30,Vanuatu,170.0,1.0
942,2021-07-31,Vanuatu,0.0,0.0
943,2021-08-01,Vanuatu,170.0,1.0
944,2021-08-02,Vanuatu,0.0,0.0
945,2021-08-03,Vanuatu,170.0,1.0
946,2021-08-04,Vanuatu,170.0,1.0
947,2021-08-05,Vanuatu,0.0,0.0
948,2021-08-06,Vanuatu,170.0,1.0
949,2021-08-07,Vanuatu,170.0,1.0
950,2021-08-08,Vanuatu,0.0,0.0
951,2021-08-09,Vanuatu,0.0,0.0
952,2021-08-10,Vanuatu,0.0,0.0
953,2021-08-11,Vanuatu,340.0,2.0
954,2021-08-12,Vanuatu,310.0,2.0
955,2021-08-13,Vanuatu,170.0,1.0
956,2021-08-14,Vanuatu,0.0,0.0
957,2021-08-15,Vanuatu,0.0,0.0
958,2021-08-16,Vanuatu,0.0,0.0
959,2021-08-17,Vanuatu,0.0,0.0
960,2021-08-18,Vanuatu,170.0,1.0
961,2021-08-19,Vanuatu,0.0,0.0
962,2021-08-20,Vanuatu,170.0,1.0
963,2021-08-21,Vanuatu,0.0,0.0
964,2021-08-22,Vanuatu,0.0,0.0
965,2021-08-23,Vanuatu,0.0,0.0
966,2021-08-24,Vanuatu,0.0,0.0
967,2021-08-25,Vanuatu,510.0,3.0
968,2021-08-26,Vanuatu,240.0,2.0
969,2021-08-27,Vanuatu,170.0,1.0
970,2021-08-28,Vanuatu,0.0,0.0
971,2021-08-29,Vanuatu,0.0,0.0
972,2021-08-30,Vanuatu,0.0,0.0
973,2021-08-31,Vanuatu,170.0,1.0
974,2021-09-01,Vanuatu,170.0,1.0
975,2021-09-02,Vanuatu,170.0,1.0
976,2021-09-03,Vanuatu,0.0,0.0
977,2021-09-04,Vanuatu,0.0,0.0
978,2021-09-05,Vanuatu,0.0,0.0
979,2021-09-06,Vanuatu,0.0,0.0
980,2021-09-07,Vanuatu,0.0,0.0
981,2021-09-08,Vanuatu,340.0,2.0
982,2021-09-09,Vanuatu,0.0,0.0
983,2021-09-10,Vanuatu,0.0,0.0
984,2021-09-11,Vanuatu,0.0,0.0
985,2021-09-12,Vanuatu,0.0,0.0
986,2021-09-13,Vanuatu,0.0,0.0
987,2021-09-14,Vanuatu,0.0,0.0
988,2021-09-15,Vanuatu,340.0,2.0
989,2021-09-16,Vanuatu,170.0,1.0
990,2021-09-17,Vanuatu,0.0,0.0
991,2021-09-18,Vanuatu,170.0,1.0
992,2021-09-19,Vanuatu,0.0,0.0
993,2021-09-20,Vanuatu,170.0,1.0
994,2021-09-21,Vanuatu,170.0,1.0
995,2021-09-22,Vanuatu,340.0,2.0
996,2021-09-23,Vanuatu,70.0,1.0
997,2021-09-24,Vanuatu,170.0,1.0
998,2021-09-25,Vanuatu,0.0,0.0
999,2021-09-26,Vanuatu,170.0,1.0
1000,2021-09-27,Vanuatu,0.0,0.0
1001,2021-09-28,Vanuatu,0.0,0.0
1002,2021-09-29,Vanuatu,170.0,1.0
1003,2021-09-30,Vanuatu,0.0,0.0
1004,2021-10-01,Vanuatu,170.0,1.0
1005,2021-10-02,Vanuatu,170.0,1.0
1006,2021-10-03,Vanuatu,0.0,0.0
1007,2021-10-04,Vanuatu,340.0,2.0
1008,2021-10-05,Vanuatu,340.0,2.0
1009,2021-10-06,Vanuatu,340.0,2.0
1010,2021-10-07,Vanuatu,240.0,2.0
1011,2021-10-08,Vanuatu,0.0,0.0
1012,2021-10-09,Vanuatu,170.0,1.0
1013,2021-10-10,Vanuatu,170.0,1.0
1014,2021-10-11,Vanuatu,0.0,0.0
1015,2021-10-12,Vanuatu,0.0,0.0
1016,2021-10-13,Vanuatu,340.0,2.0
1017,2021-10-14,Vanuatu,340.0,2.0
1018,2021-10-15,Vanuatu,0.0,0.0
1019,2021-10-16,Vanuatu,0.0,0.0
1020,2021-10-17,Vanuatu,0.0,0.0
1021,2021-10-18,Vanuatu,0.0,0.0
1022,2021-10-19,Vanuatu,0.0,0.0
1023,2021-10-20,Vanuatu,340.0,2.0
1024,2021-10-21,Vanuatu,340.0,2.0
1025,2021-10-22,Vanuatu,240.0,2.0
1026,2021-10-23,Vanuatu,0.0,0.0
1027,2021-10-24,Vanuatu,0.0,0.0
1028,2021-10-25,Vanuatu,0.0,0.0
1029,2021-10-26,Vanuatu,170.0,1.0
1030,2021-10-27,Vanuatu,170.0,1.0
1031,2021-10-28,Vanuatu,170.0,1.0
1032,2021-10-29,Vanuatu,170.0,1.0
1033,2021-10-30,Vanuatu,0.0,0.0
1034,2021-10-31,Vanuatu,0.0,0.0
1035,2021-11-01,Vanuatu,0.0,0.0
1036,2021-11-02,Vanuatu,0.0,0.0
1037,2021-11-03,Vanuatu,510.0,3.0
1038,2021-11-04,Vanuatu,240.0,2.0
1039,2021-11-05,Vanuatu,0.0,0.0
1040,2021-11-06,Vanuatu,170.0,1.0
1041,2021-11-07,Vanuatu,170.0,1.0
1042,2021-11-08,Vanuatu,0.0,0.0
1043,2021-11-09,Vanuatu,0.0,0.0
1044,2021-11-10,Vanuatu,340.0,2.0
1045,2021-11-11,Vanuatu,170.0,1.0
1046,2021-11-12,Vanuatu,0.0,0.0
1047,2021-11-13,Vanuatu,0.0,0.0
1048,2021-11-14,Vanuatu,170.0,1.0
1049,2021-11-15,Vanuatu,340.0,2.0
1050,2021-11-16,Vanuatu,170.0,1.0
1051,2021-11-17,Vanuatu,340.0,2.0
1052,2021-11-18,Vanuatu,410.0,3.0
1053,2021-11-19,Vanuatu,0.0,0.0
1054,2021-11-20,Vanuatu,170.0,1.0
1055,2021-11-21,Vanuatu,0.0,0.0
1056,2021-11-22,Vanuatu,0.0,0.0
1057,2021-11-23,Vanuatu,170.0,1.0
1058,2021-11-24,Vanuatu,340.0,1.0
1059,2021-11-25,Vanuatu,0.0,0.0
1060,2021-11-26,Vanuatu,0.0,0.0
1061,2021-11-27,Vanuatu,0.0,0.0
1062,2021-11-28,Vanuatu,0.0,0.0
1063,2021-11-29,Vanuatu,170.0,1.0
1064,2021-11-30,Vanuatu,170.0,1.0
1065,2021-12-01,Vanuatu,340.0,2.0
1066,2021-12-02,Vanuatu,340.0,2.0
1067,2021-12-03,Vanuatu,170.0,1.0
1068,2021-12-04,Vanuatu,340.0,2.0
1069,2021-12-05,Vanuatu,170.0,1.0
1070,2021-12-06,Vanuatu,0.0,0.0
1071,2021-12-07,Vanuatu,170.0,1.0
1072,2021-12-08,Vanuatu,170.0,1.0
1073,2021-12-09,Vanuatu,170.0,1.0
1074,2021-12-10,Vanuatu,170.0,1.0
1075,2021-12-11,Vanuatu,0.0,0.0
1076,2021-12-12,Vanuatu,170.0,1.0
1077,2021-12-13,Vanuatu,170.0,1.0
1078,2021-12-14,Vanuatu,340.0,2.0
1079,2021-12-15,Vanuatu,170.0,1.0
1080,2021-12-16,Vanuatu,170.0,1.0
1081,2021-12-17,Vanuatu,170.0,1.0
1082,2021-12-18,Vanuatu,170.0,1.0
1083,2021-12-19,Vanuatu,0.0,0.0
1084,2021-12-20,Vanuatu,0.0,0.0
1085,2021-12-21,Vanuatu,170.0,1.0
1086,2021-12-22,Vanuatu,0.0,0.0
1087,2021-12-23,Vanuatu,170.0,1.0
1088,2021-12-24,Vanuatu,0.0,0.0
1089,2021-12-25,Vanuatu,0.0,0.0
1090,2021-12-26,Vanuatu,0.0,0.0
1091,2021-12-27,Vanuatu,0.0,0.0
1092,2021-12-28,Vanuatu,0.0,0.0
1093,2021-12-29,Vanuatu,170.0,1.0
1094,2021-12-30,Vanuatu,0.0,0.0
1095,2021-12-31,Vanuatu,0.0,0.0
1096,2022-01-01,Vanuatu,0.0,0.0
1097,2022-01-02,Vanuatu,0.0,0.0
1098,2022-01-03,Vanuatu,0.0,0.0
1099,2022-01-04,Vanuatu,0.0,0.0
1100,2022-01-05,Vanuatu,0.0,0.0
1101,2022-01-06,Vanuatu,0.0,0.0
1102,2022-01-07,Vanuatu,0.0,0.0
1103,2022-01-08,Vanuatu,0.0,0.0
1104,2022-01-09,Vanuatu,0.0,0.0
1105,2022-01-10,Vanuatu,170.0,1.0
1106,2022-01-11,Vanuatu,0.0,0.0
1107,2022-01-12,Vanuatu,0.0,0.0
1108,2022-01-13,Vanuatu,0.0,0.0
1109,2022-01-14,Vanuatu,0.0,0.0
1110,2022-01-15,Vanuatu,0.0,0.0
1111,2022-01-16,Vanuatu,0.0,0.0
1112,2022-01-17,Vanuatu,0.0,0.0
1113,2022-01-18,Vanuatu,0.0,0.0
1114,2022-01-19,Vanuatu,340.0,2.0
1115,2022-01-20,Vanuatu,170.0,1.0
1116,2022-01-21,Vanuatu,170.0,1.0
1117,2022-01-22,Vanuatu,0.0,0.0
1118,2022-01-23,Vanuatu,170.0,1.0
1119,2022-01-24,Vanuatu,0.0,0.0
1120,2022-01-25,Vanuatu,170.0,1.0
1121,2022-01-26,Vanuatu,170.0,1.0
1122,2022-01-27,Vanuatu,170.0,1.0
1123,2022-01-28,Vanuatu,340.0,2.0
1124,2022-01-29,Vanuatu,0.0,0.0
1125,2022-01-30,Vanuatu,0.0,0.0
1126,2022-01-31,Vanuatu,0.0,0.0
1127,2022-02-01,Vanuatu,0.0,0.0
1128,2022-02-02,Vanuatu,0.0,0.0
1129,2022-02-03,Vanuatu,170.0,1.0
1130,2022-02-04,Vanuatu,0.0,0.0
1131,2022-02-05,Vanuatu,0.0,0.0
1132,2022-02-06,Vanuatu,170.0,1.0
1133,2022-02-07,Vanuatu,170.0,1.0
1134,2022-02-08,Vanuatu,0.0,0.0
1135,2022-02-09,Vanuatu,0.0,0.0
1136,2022-02-10,Vanuatu,0.0,0.0
1137,2022-02-11,Vanuatu,170.0,1.0
1138,2022-02-12,Vanuatu,170.0,1.0
1139,2022-02-13,Vanuatu,170.0,1.0
1140,2022-02-14,Vanuatu,0.0,0.0
1141,2022-02-15,Vanuatu,170.0,1.0
1142,2022-02-16,Vanuatu,340.0,2.0
1143,2022-02-17,Vanuatu,0.0,0.0
1144,2022-02-18,Vanuatu,0.0,0.0
1145,2022-02-19,Vanuatu,0.0,0.0
1146,2022-02-20,Vanuatu,170.0,1.0
1147,2022-02-21,Vanuatu,170.0,1.0
1148,2022-02-22,Vanuatu,170.0,1.0
1149,2022-02-23,Vanuatu,170.0,1.0
1150,2022-02-24,Vanuatu,0.0,0.0
1151,2022-02-25,Vanuatu,170.0,1.0
1152,2022-02-26,Vanuatu,170.0,1.0
